,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,percent_bachelor_or_above
2841,"RAYMOND, ROBERT R.",WI,5.0,IND,2010,39.1
2842,"KALLAS, JOSEPH C",WI,6.0,DEM,2010,19.2
2843,"HELLENBRAND, RANDY STEVEN",WI,6.0,IND,2010,19.2
2844,"PETRI, THOMAS",WI,6.0,REP,2010,19.2
2845,"LASSA, JULIE",WI,7.0,DEM,2010,19.4
2846,"MIELKE, DANIEL E MR.",WI,7.0,REP,2010,19.4
2847,"KAUTHER, GARY",WI,7.0,IND,2010,19.4
2848,"DUFFY, SEAN",WI,7.0,REP,2010,19.4
2849,"REASBECK IV, JOSEPH VINCENT",WI,7.0,DEM,2010,19.4
2850,"RAIHALA, DON",WI,7.0,DEM,2010,19.4
2851,"ROTH, ROGER",WI,8.0,REP,2010,22.1
2852,"STERN, JOSEPH P",WI,8.0,REP,2010,22.1
2853,"RIBBLE, REID",WI,8.0,REP,2010,22.1
2854,"THOMAS, KERRY",WI,8.0,REP,2010,22.1
2855,"KAGEN, STEVEN L.",WI,8.0,DEM,2010,22.1
2856,"WILLIAMS, ANDREW JOSEPH",WI,8.0,REP,2010,22.1
2857,"TRAGER, MARC HARRIS MD",WI,8.0,REP,2010,22.1
2858,"SAVARD, MARC WILLIAM",WI,8.0,REP,2010,22.1
2859,"MCCORMICK, TERRI",WI,8.0,REP,2010,22.1
2860,"MINEAR, SARAH M",WV,1.0,REP,2010,18.7
2861,"MOLLOHAN, ALAN B.",WV,1.0,DEM,2010,18.7
2862,"LEVENSON, PATRICIA VANGILDER",WV,1.0,REP,2010,18.7
2863,"HALL, CINDY",WV,1.0,REP,2010,18.7
2864,"WARNER, ANDREW MCCOY",WV,1.0,REP,2010,18.7
2865,"SWISHER, DANIEL SCOTT",WV,1.0,REP,2010,18.7
2866,"STARK, THOMAS FREDRICK",WV,1.0,REP,2010,18.7
2867,"MCKINLEY, DAVID B",WV,1.0,REP,2010,18.7
2868,"OLIVERIO, MICHAEL A. II",WV,1.0,DEM,2010,18.7
2869,"GRAF, VIRGINIA LYNCH",WV,2.0,DEM,2010,19.0
2870,"HUDOK, PHIL",WV,2.0,CON,2010,19.0
2871,"CAPITO, SHELLEY MOORE MS.",WV,2.0,REP,2010,19.0
2872,"GEARHEART, MARTY",WV,3.0,REP,2010,13.9
2873,"BARILLA, BRUCE",WV,3.0,DEM,2010,13.9
2874,"RAHALL, NICK JOE II",WV,3.0,DEM,2010,13.9
2875,"LUCAS, CONRAD G III",WV,3.0,REP,2010,13.9
2876,"BIAS, LEE ALLEN",WV,3.0,REP,2010,13.9
2877,"MAYNARD, ELLIOTT EDWARD",WV,3.0,REP,2010,13.9
2878,"LOVE, JOHN",WY,0.0,LIB,2010,23.6
2879,"LUMMIS, CYNTHIA MARIE",WY,0.0,REP,2010,23.6
2880,"WENDT, DAVID ALLAN",WY,0.0,DEM,2010,23.6
2881,"SLAFTER, EVAN LIAM",WY,0.0,REP,2010,23.6
2882,"YOUNG, DONALD E",AK,0.0,REP,2012,27.5
2883,"CISSNA, SHARON MARIE",AK,0.0,DEM,2012,27.5
2884,"COX, JOHN ROBERT",AK,0.0,REP,2012,27.5
2885,"GALES, TERRE L",AK,0.0,REP,2012,27.5
2886,"MCDERMOTT, JIM C",AK,0.0,LIB,2012,27.5
2887,"DESJARLAIS, CLINTON",AK,0.0,IND,2012,27.5
2888,"FULLER, FLETCHER G., JR.",AK,0.0,IND,2012,27.5
2889,"GIANOUTSOS, TED",AK,0.0,IND,2012,27.5
2890,"HILL, SIDNEY I.",AK,0.0,IND,2012,27.5
2891,"VONDERSAAR, FRANK J",AK,0.0,DEM,2012,27.5
2892,"CHESNUT, DEBRA SUE",AK,0.0,DEM,2012,27.5
2893,"MOORE, MATTHEW EDWARD",AK,0.0,DEM,2012,27.5
2894,"URQUIDI, DOUGLAS C",AK,0.0,DEM,2012,27.5
2895,"RAILEY, CURTIS MONROE",AL,1.0,IND,2012,21.2
2896,"GOUNARES, PETER HUNTER",AL,1.0,REP,2012,21.2
2897,"RIEHM, PETER (PETE) J A",AL,1.0,REP,2012,21.2
2898,"YOUNG, LARRY DEAN JR",AL,1.0,REP,2012,21.2
2899,"BONNER, JOSIAH ROBIAS",AL,1.0,REP,2012,21.2
2900,"ROBY, MARTHA",AL,2.0,REP,2012,20.9
2901,"FORD, THERESE",AL,2.0,DEM,2012,20.9
2902,"ROGERS, MICHAEL DENNIS",AL,3.0,REP,2012,19.0
2903,"HARRIS, JOHN ANDREW",AL,3.0,DEM,2012,19.0
2904,"ADERHOLT, ROBERT BROWN",AL,4.0,REP,2012,14.7
2905,"BOMAN, DANIEL HEATH",AL,4.0,DEM,2012,14.7
2906,"NEIGHBORS, RICK",AL,4.0,DEM,2012,14.7
2907,"BROOKS, MO",AL,5.0,REP,2012,28.4
2908,"HOLLEY, CHARLIE LEE",AL,5.0,DEM,2012,28.4
2909,"ANDERSON, JASON EDWARD",AL,5.0,REP,2012,28.4
2910,"GRIFFITH, R PARKER",AL,5.0,REP,2012,28.4
2911,"BEASON, SCOTT",AL,6.0,REP,2012,33.7
2912,"MICKLE, AL",AL,6.0,REP,2012,33.7
2913,"BACHUS, SPENCER T III",AL,6.0,REP,2012,33.7
2914,"STANDRIDGE, JACK DAVID",AL,6.0,REP,2012,33.7
2915,"BARNES, WILLIAM",AL,6.0,DEM,2012,33.7
2916,"BAILEY, PENNY HUGGINS",AL,6.0,DEM,2012,33.7
2917,"SEWELL, TERRYCINA ANDREA",AL,7.0,DEM,2012,17.6
2918,"NORRIS, PHILLIP DWIGHT",AL,7.0,REP,2012,17.6
2919,"CHAMBERLAIN, DON",AL,7.0,REP,2012,17.6
2920,"ELLINGTON, SCOTT A",AR,1.0,DEM,2012,14.2
2921,"HALL, CLARK MADISON",AR,1.0,DEM,2012,14.2
2922,"CRAWFORD, ERIC ALAN RICK",AR,1.0,REP,2012,14.2
2923,"LATANICH, GARY ANDREW",AR,1.0,DEM,2012,14.2
2924,"PAXTON, JESSICA",AR,1.0,LIB,2012,14.2
2925,"HOLLOWAY, JACOB",AR,1.0,GRE,2012,14.2
2926,"GRIFFIN, JOHN TIMOTHY",AR,2.0,REP,2012,26.8
2927,"RULE, HERB C. III",AR,2.0,DEM,2012,26.8
2928,"HAYES, CHRIS",AR,2.0,LIB,2012,26.8
2929,"WARD, BARBARA",AR,2.0,GRE,2012,26.8
2930,"WOMACK, STEVE",AR,3.0,REP,2012,23.5
2931,"ADEN, KENNETH WADE",AR,3.0,DEM,2012,23.5
2932,"KENNEDY, REBEKAH",AR,3.0,GRE,2012,23.5
2933,"PANGRAC, DAVID",AR,3.0,LIB,2012,23.5
2934,"RICHMOND, MARCUS EDWARD",AR,4.0,REP,2012,15.0
2935,"HURST, Q. BYRUM JR",AR,4.0,DEM,2012,15.0
2936,"MORRISON, DANIEL COCHRAN",AR,4.0,DEM,2012,15.0
2937,"RANKIN, BETH ANNE",AR,4.0,REP,2012,15.0
2938,"COWART, JOHN DAVID",AR,4.0,REP,2012,15.0
2939,"JEFFRESS, GENE",AR,4.0,DEM,2012,15.0
2940,"COTTON, THOMAS",AR,4.0,REP,2012,15.0
2941,"TULLIS, BOBBY",AR,4.0,LIB,2012,15.0
2942,"DRAKE, JOSHUA",AR,4.0,GRE,2012,15.0
2943,"FALEOMAVAEGA, ENI",AS,0.0,DEM,2012,
2944,AUMUA AMATA,AS,0.0,REP,2012,
2945,"LANCASTER, ROSIE FUALA'AU TAGO",AS,0.0,IND,2012,
2946,"MATA'UTIA, KERETI, JR.",AS,0.0,DEM,2012,
2947,"AL-SHERI, FATUMALALA LEULUA'IALI'I A.",AS,0.0,NNE,2012,
2948,"PROWELL, ANTHONY GENE",AZ,1.0,GRE,2012,22.9
2949,"BALDENEGRO, WENONA RAE BENALLY",AZ,1.0,DEM,2012,22.9
2950,"MCKEE, DOUGLAS CRAIG",AZ,1.0,REP,2012,22.9
2951,"GATTI, PATRICK",AZ,1.0,REP,2012,22.9
2952,"PATON, JONATHAN",AZ,1.0,REP,2012,22.9
2953,"ALLEN, KIM LEE",AZ,1.0,LIB,2012,22.9
2954,"WADE, DOUGLAS",AZ,1.0,REP,2012,22.9
2955,"KIRKPATRICK, ANN",AZ,1.0,DEM,2012,22.9
2956,"OLIVAS, MIGUEL MIKE",AZ,1.0,DEM,2012,22.9
2957,"MARTIN, GAITHER",AZ,1.0,REP,2012,22.9
2958,"FARLEY, STEVE",AZ,2.0,DEM,2012,31.5
2959,"KONST, NOMIKI",AZ,2.0,DEM,2012,31.5
2960,"BARBER, RONALD",AZ,2.0,DEM,2012,31.5
2961,"KOSKINIEMI, MARK STEPHEN",AZ,2.0,REP,2012,31.5
2962,"ANTENORI, FRANK RONALD",AZ,2.0,REP,2012,31.5
2963,"KELLY, JESSE",AZ,2.0,REP,2012,31.5
2964,"ABOUD, PAULA ANN",AZ,2.0,DEM,2012,31.5
2965,"BLACK, CHARLES ROLAND",AZ,2.0,REP,2012,31.5
2966,"AVERSA, ALAN",AZ,2.0,IND,2012,31.5
2967,"MCSALLY, MARTHA E",AZ,2.0,REP,2012,31.5
2968,"ALEGRIA, SAMUEL YOUNG JR",AZ,3.0,DEM,2012,15.5
2969,"VASQUEZ, JAIME ALFREDO",AZ,3.0,REP,2012,15.5
2970,"JENNA, RUSSELL WALKER III",AZ,3.0,REP,2012,15.5
2971,"CROWE, DAVID",AZ,3.0,DEM,2012,15.5
2972,"GRIJALVA, RAUL M",AZ,3.0,DEM,2012,15.5
2973,"AGUIRRE, AMANDA",AZ,3.0,DEM,2012,15.5
2974,"GUERRA, BLANCA A",AZ,3.0,LIB,2012,15.5
2975,"MERCER, GABRIELA SAUCEDO",AZ,3.0,REP,2012,15.5
2976,"ARREGUIN, JUAN MANUEL",AZ,3.0,DEM,2012,15.5
2977,"WEISSER, MIKEL L",AZ,4.0,DEM,2012,17.7
2978,"ROBINSON, JOHNNIE ELBERT",AZ,4.0,DEM,2012,17.7
2979,"PAMELIA, JOE",AZ,4.0,LIB,2012,17.7
2980,"GRAYSON, RICHARD",AZ,4.0,GRE,2012,17.7
2981,"BABEU, PAUL RAYMOND",AZ,4.0,REP,2012,17.7
2982,"HERNAN, MICHAEL",AZ,4.0,REP,2012,17.7
2983,"DEWITT, REBECCA",AZ,4.0,DEM,2012,17.7
2984,"MURPHY, RICK",AZ,4.0,REP,2012,17.7
2985,"GOSAR, PAUL ANTHONY",AZ,4.0,REP,2012,17.7
2986,"WINTERS, JUSTIN",AZ,4.0,IND,2012,17.7
2987,"GOULD, RON",AZ,4.0,REP,2012,17.7
2988,"ADAMS, KIRK DAVID",AZ,5.0,REP,2012,32.3
2989,"MORGAN, SPENCER COLLINS",AZ,5.0,DEM,2012,32.3
2990,"SALMON, MATT",AZ,5.0,REP,2012,32.3
2991,"GRAY, CHUCK",AZ,6.0,REP,2012,40.1
2992,"WILLIAMSON, W JOHN",AZ,6.0,DEM,2012,40.1
2993,"ANDERSON, JACK",AZ,6.0,LIB,2012,40.1
2994,"SALAZAR, MARK",AZ,6.0,GRE,2012,40.1
2995,"WILSON, PETER B",AZ,6.0,GRE,2012,40.1
2996,"SCHWEIKERT, DAVID",AZ,6.0,REP,2012,40.1
2997,"JETTE, MATTHEW T",AZ,6.0,DEM,2012,40.1
2998,"KETOVER, JAMES",AZ,6.0,NNE,2012,40.1
2999,"QUAYLE, BEN",AZ,6.0,REP,2012,40.1
3000,"PASTOR, ED L",AZ,7.0,DEM,2012,13.1
3001,"SCILEPPI, CHRISTOPHER LEGRANDE",AZ,7.0,REP,2012,13.1
3002,"COBB, JOE",AZ,7.0,LIB,2012,13.1
3003,"FLOWERS, CHRISTOPHER JOHN",AZ,7.0,REP,2012,13.1
3004,"FISTLER, SCOTT MICHAEL",AZ,7.0,REP,2012,13.1
3005,"PENALOSA, JOSE",AZ,7.0,IND,2012,13.1
3006,"FRANKS, TRENT",AZ,8.0,REP,2012,27.4
3007,"DOLGOS, STEPHEN",AZ,8.0,OTH,2012,27.4
3008,"HACK, HELMUTH",AZ,8.0,REP,2012,27.4
3009,"LERVOLD, JOHN DAVID",AZ,8.0,REP,2012,27.4
3010,"HANSEN, ADAM",AZ,8.0,REP,2012,27.4
3011,"SITTON, DAVE",AZ,8.0,REP,2012,27.4
3012,"MANOLAKIS, CHARLIE",AZ,8.0,GRE,2012,27.4
3013,"PASSALACQUA, TONY",AZ,8.0,REP,2012,27.4
3014,"SCHARER, GENE PAUL",AZ,8.0,DEM,2012,27.4
3015,"ROGERS, WENDY",AZ,9.0,REP,2012,34.9
3016,"STANLEY, DAN",AZ,9.0,REP,2012,34.9
3017,"PARKER, VERNON",AZ,9.0,REP,2012,34.9
3018,"BUSHMAN, DAVID ORVIL",AZ,9.0,REP,2012,34.9
3019,"GAMMILL, POWELL",AZ,9.0,LIB,2012,34.9
3020,"SCHAPIRA, DAVID",AZ,9.0,DEM,2012,34.9
3021,"THOMPSON, ROBERT JEFFREY",AZ,9.0,REP,2012,34.9
3022,"CHERNY, ANDREI",AZ,9.0,DEM,2012,34.9
3023,"GRANTHAM, TRAVIS W.",AZ,9.0,REP,2012,34.9
3024,"BOROWSKY, LISA",AZ,9.0,REP,2012,34.9
3025,"SCHANDLBAUER, LEAH CAMPOS",AZ,9.0,REP,2012,34.9
3026,"SINEMA, KYRSTEN",AZ,9.0,DEM,2012,34.9
3027,"SEPULVEDA, MARTIN C",AZ,9.0,REP,2012,34.9
3028,"STAPLEY, DON",AZ,,UNK,2012,
3029,"MILLER, JEFFREY",CA,0.0,REP,2012,
3030,"AANESTAD, SAMUEL",CA,1.0,REP,2012,22.0
3031,"STIGLICH, PETER VINCENT",CA,1.0,REP,2012,22.0
3032,"CHEADLE, GREGORY",CA,1.0,REP,2012,22.0
3033,"ARROWSMITH, NATHAN L.",CA,1.0,DEM,2012,22.0
3034,"REED, JAMES E",CA,1.0,DEM,2012,22.0
3035,"OXLEY, GARY ALLEN",CA,1.0,NPA,2012,22.0
3036,"LAMALFA, DOUG",CA,1.0,REP,2012,22.0
3037,"DACQUISTO, MICHAEL",CA,1.0,REP,2012,22.0
3038,"COURTNEY, WILLIAM L",CA,2.0,DEM,2012,38.0
3039,"FRITZLAN, LARRY",CA,2.0,DEM,2012,38.0
3040,"LEWALLEN, JOHN JULIUS",CA,2.0,IND,2012,38.0
3041,"CLARKE, BROOKE J",CA,2.0,,2012,38.0
3042,"ADAMS, SUSAN L",CA,2.0,DEM,2012,38.0
3043,"LAWSON, STACEY",CA,2.0,DEM,2012,38.0
3044,"CAFFREY, ANDREW AUGUSTINE IV",CA,2.0,DEM,2012,38.0
3045,"AKHLAGHI, BANAFSHEH",CA,2.0,DEM,2012,38.0
3046,"HUFFMAN, JARED",CA,2.0,DEM,2012,38.0
3047,"HALLIWELL, MIKE",CA,2.0,REP,2012,38.0
3048,"ROBERTS, DANIEL ",CA,2.0,REP,2012,38.0
3049,"RENEE, TIFFANY",CA,2.0,DEM,2012,38.0
3050,"SOLOMON, NORMAN",CA,2.0,DEM,2012,38.0
3051,"DOLBOW VANN, KIMBERLY",CA,3.0,REP,2012,23.6
3052,"SCHAUPP, CHARLES ",CA,3.0,REP,2012,23.6
3053,"RAY, EUGENE",CA,3.0,REP,2012,23.6
3054,"TUBBS, RICHARD STEPHEN II",CA,3.0,REP,2012,23.6
3055,"CORE, TIMOTHY JAMES",CA,3.0,REP,2012,23.6
3056,"GARAMENDI, JOHN",CA,3.0,DEM,2012,23.6
3057,"CARLOS, JOSEPH ANTHONY",CA,3.0,REP,2012,23.6
3058,"MOORE, WILLIAM E",CA,4.0,DEM,2012,30.4
3059,"UPPAL, JACK",CA,4.0,DEM,2012,30.4
3060,"MCCLINTOCK, THOMAS",CA,4.0,REP,2012,30.4
3061,"CILLEY, STEWART JOHN",CA,5.0,REP,2012,29.2
3062,"LOFTIN, JOSEPH R",CA,5.0,REP,2012,29.2
3063,"THOMPSON, MIKE MR.",CA,5.0,DEM,2012,29.2
3064,"MCCRAY, JOSEPH SR",CA,6.0,REP,2012,25.9
3065,"MATSUI, DORIS",CA,6.0,DEM,2012,25.9
3066,"SMITT, ERIK",CA,6.0,REP,2012,25.9
3067,"BERA, AMERISH",CA,7.0,DEM,2012,30.6
3068,"LUNGREN, DANIEL E.",CA,7.0,REP,2012,30.6
3069,"TUMA, DOUGLAS ARTHUR",CA,7.0,LIB,2012,30.6
3070,"TARAS, CURT",CA,7.0,NPA,2012,30.6
3071,"VALLES, ANGELA",CA,8.0,REP,2012,16.0
3072,"MITZELFELT, BRAD",CA,8.0,REP,2012,16.0
3073,"JENSEN, WILLIAM O'NEIL JR",CA,8.0,REP,2012,16.0
3074,"IMUS, GREGG",CA,8.0,REP,2012,16.0
3075,"MCEACHRON, RYAN",CA,8.0,REP,2012,16.0
3076,"PINKERTON, JOHN R",CA,8.0,DEM,2012,16.0
3077,"NAPOLITANO, JOSEPH D.",CA,8.0,REP,2012,16.0
3078,"ALBERTSEN, DENNIS L.",CA,8.0,REP,2012,16.0
3079,"CRAIG, GEORGE T MD",CA,8.0,REP,2012,16.0
3080,"LIBERATORE, PHILIP LAURENCE",CA,8.0,REP,2012,16.0
3081,"ADAMS, ANTHONY T",CA,8.0,NPA,2012,16.0
3082,"COOK, PAUL",CA,8.0,REP,2012,16.0
3083,"CONAWAY, JACQUESE L",CA,8.0,DEM,2012,16.0
3084,"GILL, RICKY",CA,9.0,REP,2012,18.8
3085,"SILVA, ROBERT LEO II MA",CA,9.0,REP,2012,18.8
3086,"MCDONALD, JOHN",CA,9.0,REP,2012,18.8
3087,"MCNERNEY, JERRY",CA,9.0,DEM,2012,18.8
3088,"CONDIT, CHAD MATTHEW",CA,10.0,NNE,2012,17.0
3089,"DENHAM, JEFF",CA,10.0,REP,2012,17.0
3090,"HERNANDEZ, JOSE M",CA,10.0,DEM,2012,17.0
3091,"MCCOMAK, TROY WAYNE",CA,10.0,NPA,2012,17.0
3092,"BARKLEY, MICHAEL JAMES",CA,10.0,DEM,2012,17.0
3093,"SUDDUTH, CHERYL",CA,11.0,DEM,2012,41.1
3094,"FITZGERALD, JOHN",CA,11.0,DEM,2012,41.1
3095,"FULLER-KENDALL, VIRGINIA",CA,11.0,DEM,2012,41.1
3096,"MILLER, GEORGE",CA,11.0,DEM,2012,41.1
3097,"PETERSON, DAVID",CA,12.0,DEM,2012,53.5
3098,"DENNIS, JOHN",CA,12.0,REP,2012,53.5
3099,"DIAZ, AMERICO ARTURO",CA,12.0,DEM,2012,53.5
3100,"SHIELDS, SUMMER J",CA,12.0,DEM,2012,53.5
3101,"KHANNA, ROHIT",CA,12.0,DEM,2012,53.5
3102,"PELOSI, NANCY",CA,12.0,DEM,2012,53.5
3103,"HERMANSON, BARRY",CA,12.0,GRE,2012,53.5
3104,"SINGLETON, MARILYN M",CA,13.0,UNK,2012,44.1
3105,"LEE, BARBARA",CA,13.0,DEM,2012,44.1
3106,"JELINCIC, JUSTIN",CA,13.0,DEM,2012,44.1
3107,"MOLONEY, MICHAEL J.",CA,14.0,DEM,2012,41.3
3108,"SPEIER, JACKIE",CA,14.0,DEM,2012,41.3
3109,"BACIGALUPI, DEBBIE",CA,14.0,REP,2012,41.3
3110,"CORBETT, ELLEN",CA,15.0,DEM,2012,39.1
3111,"SWALWELL, ERIC MICHAEL",CA,15.0,DEM,2012,39.1
3112,"SIMITIAN, S JOSEPH",CA,15.0,DEM,2012,39.1
3113,"STARK, FORTNEY HILLMAN JR",CA,15.0,DEM,2012,39.1
3114,"PAREJA, CHRISTOPHER JAMES",CA,15.0,UNK,2012,39.1
3115,"WHELAN, BRIAN",CA,16.0,REP,2012,11.5
3116,"TACHERRA, JOHNNY",CA,16.0,REP,2012,11.5
3117,"GARCIA, MARK",CA,16.0,REP,2012,11.5
3118,"COSTA, JIM",CA,16.0,DEM,2012,11.5
3119,"GOODWIN, LORAINE",CA,16.0,DEM,2012,11.5
3120,"HONDA, MIKE",CA,17.0,DEM,2012,50.4
3121,"RICHARDSON, CHARLES",CA,17.0,NPA,2012,50.4
3122,"LI, EVELYN",CA,17.0,REP,2012,50.4
3123,"CHAPMAN, DAVE",CA,18.0,DEM,2012,57.3
3124,"BROUILLET, CAROL LIANE",CA,18.0,GRE,2012,57.3
3125,"PARKS, WILLIAM RANDLE",CA,18.0,DEM,2012,57.3
3126,"ESHOO, ANNA",CA,18.0,DEM,2012,57.3
3127,"BERRYHILL, MICHAEL CLARE SR",CA,18.0,REP,2012,57.3
3128,"LOFGREN, ZOE",CA,19.0,DEM,2012,31.4
3129,"MURRAY, ROBERT",CA,19.0,REP,2012,31.4
3130,"NGUYEN, PHAT",CA,19.0,NPA,2012,31.4
3131,"CABRERA, JAY BLAS JACOB",CA,19.0,NPA,2012,31.4
3132,"OLIVER, CLINT",CA,20.0,REP,2012,26.3
3133,"PETERSEN, ERIC",CA,20.0,GRE,2012,26.3
3134,"LEBARRE, MIKE",CA,20.0,REP,2012,26.3
3135,"DUNN, ART",CA,20.0,DEM,2012,26.3
3136,"TAYLOR, JEFF",CA,20.0,REP,2012,26.3
3137,"CAUDLE, DAN",CA,20.0,NPA,2012,26.3
3138,"KABAT, RONALD P.",CA,20.0,NPA,2012,26.3
3139,"FARR, SAM",CA,20.0,DEM,2012,26.3
3140,"VALADAO, DAVID",CA,21.0,REP,2012,8.0
3141,"RUBIO, MICHAEL",CA,21.0,DEM,2012,8.0
3142,"XIONG, BLONG",CA,21.0,DEM,2012,8.0
3143,"HERNANDEZ, JOHN S",CA,21.0,DEM,2012,8.0
3144,"LEE, OTTO",CA,22.0,DEM,2012,23.3
3145,"NUNES, DEVIN GERALD",CA,22.0,REP,2012,23.3
3146,"PHILLIPS, TERRY",CA,23.0,IND,2012,18.9
3147,"PARKER, ERIC",CA,23.0,REP,2012,18.9
3148,"WATSON, THOMAS C",CA,23.0,REP,2012,18.9
3149,"MCCARTHY, KEVIN",CA,23.0,REP,2012,18.9
3150,"POLLOCK, DAVID",CA,24.0,DEM,2012,31.6
3151,"MALDONADO, ABEL",CA,24.0,REP,2012,31.6
3152,"BOUTTE, MATTHEW ELLIOTT",CA,24.0,,2012,31.6
3153,"CAPPS, LOIS",CA,24.0,DEM,2012,31.6
3154,"MITCHUM, CHRISTOPHER",CA,24.0,REP,2012,31.6
3155,"ROGERS, LEE C",CA,25.0,DEM,2012,26.7
3156,"MOLINA, LAURA",CA,25.0,DEM,2012,26.7
3157,"WRIGHT, CATHIE",CA,25.0,REP,2012,26.7
3158,"LEONARD, HARRISON",CA,25.0,REP,2012,26.7
3159,"MCKEON, HOWARD P. 'BUCK'",CA,25.0,REP,2012,26.7
3160,"ACOSTA, DANTE",CA,25.0,REP,2012,26.7
3161,"BROWNLEY, JULIA",CA,26.0,DEM,2012,31.1
3162,"HERRERA, JESS JOHN",CA,26.0,DEM,2012,31.1
3163,"GOLDBERG, ALBERT MAXWELL",CA,26.0,DEM,2012,31.1
3164,"PARKS, LINDA",CA,26.0,,2012,31.1
3165,"KALEMKARIAN, TIMOTHY CHARLES",CA,26.0,REP,2012,31.1
3166,"BENNETT, STEVE",CA,26.0,DEM,2012,31.1
3167,"RUELAS, ESEQUIEL FRANK",CA,26.0,DEM,2012,31.1
3168,"THAYNE, DAVID CRUZ",CA,26.0,DEM,2012,31.1
3169,"STRICKLAND, ANTHONY A.",CA,26.0,REP,2012,31.1
3170,"DURAN, ROBERT",CA,27.0,REP,2012,39.3
3171,"CHU, JUDY",CA,27.0,DEM,2012,39.3
3172,"ORSWELL, JACK",CA,27.0,REP,2012,39.3
3173,"KALBFELD, JONATHAN RYAN",CA,28.0,DEM,2012,41.5
3174,"JENNERJAHN, PHIL",CA,28.0,REP,2012,41.5
3175,"MUNROE, MASSIE",CA,28.0,DEM,2012,41.5
3176,"MAILYAN, GAREN",CA,28.0,REP,2012,41.5
3177,"GENOVESE, SAL",CA,28.0,DEM,2012,41.5
3178,"SCHIFF, ADAM",CA,28.0,DEM,2012,41.5
3179,"WORMAN, JENNY",CA,28.0,REP,2012,41.5
3180,"CARDENAS, TONY",CA,29.0,DEM,2012,18.2
3181,"VALDEZ, RICHARD",CA,29.0,DEM,2012,18.2
3182,"PORTANTINO, ANTHONY",CA,29.0,DEM,2012,18.2
3183,"HERNANDEZ, DAVID RAYMOND",CA,29.0,REP,2012,18.2
3184,"GARZILLI, NICHOLAS JOSEPH",CA,30.0,DEM,2012,41.3
3185,"BERMAN, HOWARD L",CA,30.0,DEM,2012,41.3
3186,"SHERMAN, BRAD",CA,30.0,DEM,2012,41.3
3187,"SINGH, NAVRAJ",CA,30.0,REP,2012,41.3
3188,"POWELSON, MICHAEL W.",CA,30.0,GRE,2012,41.3
3189,"GILMORE, VINCE",CA,30.0,DEM,2012,41.3
3190,"BENNING, DAVID",CA,30.0,REP,2012,41.3
3191,"SHELLEY, SUSAN",CA,30.0,REP,2012,41.3
3192,"REED, MARK ",CA,30.0,REP,2012,41.3
3193,"DUTTON, ROBERT BOB",CA,31.0,REP,2012,21.6
3194,"MILLER, GARY G",CA,31.0,REP,2012,21.6
3195,"RAMIREZ-DEAN, RITA DR",CA,31.0,DEM,2012,21.6
3196,"WICKMAN, RENEA",CA,31.0,DEM,2012,21.6
3197,"KIM, JUSTIN SUNG-SUP",CA,31.0,DEM,2012,21.6
3198,"AGUILAR, PETE",CA,31.0,DEM,2012,21.6
3199,"MACIAS, NORMA",CA,32.0,DEM,2012,19.6
3200,"GONZALEZ, G BILL",CA,32.0,DEM,2012,19.6
3201,"MILLER, DAVID LAWRENCE",CA,32.0,REP,2012,19.6
3202,"NAPOLITANO, GRACE",CA,32.0,DEM,2012,19.6
3203,"DAVID, CHRISTOPHER",CA,33.0,REP,2012,61.9
3204,"BLOOMFIELD, BILL",CA,33.0,IND,2012,61.9
3205,"MAGOLIN, BRUCE",CA,33.0,DEM,2012,61.9
3206,"COLLETT, STEPHEN (STEVE)",CA,33.0,LIB,2012,61.9
3207,"EVANS, MERVIN LEON",CA,33.0,DEM,2012,61.9
3208,"PAPE, TIM",CA,33.0,DEM,2012,61.9
3209,"WAXMAN, HENRY A",CA,33.0,DEM,2012,61.9
3210,"STEINMAN, DAVID WILLIAM",CA,33.0,GRE,2012,61.9
3211,"OBAGI, ZEIN ELABDINE JR",CA,33.0,DEM,2012,61.9
3212,"JOHNSON, HOWARD GEORGE",CA,34.0,PAF,2012,20.8
3213,"SMITH, STEPHEN C.",CA,34.0,REP,2012,20.8
3214,"BECERRA, XAVIER",CA,34.0,DEM,2012,20.8
3215,"HALL, ISADORE III",CA,35.0,DEM,2012,13.7
3216,"VIEYRA, ANTHONY W.",CA,35.0,GRE,2012,13.7
3217,"MCLEOD, GLORIA NEGRETE",CA,35.0,DEM,2012,13.7
3218,"BACA, JOE",CA,35.0,DEM,2012,13.7
3219,"PETERSEN, MATT",CA,36.0,DEM,2012,20.2
3220,"BOBKO, PATRICK 'KIT'",CA,36.0,REP,2012,20.2
3221,"LAW, JAMES",CA,36.0,DEM,2012,20.2
3222,"FLAHERTY, VINCE",CA,36.0,NNE,2012,20.2
3223,"BOWEN, DEBRA",CA,36.0,DEM,2012,20.2
3224,"WEBB, MICHAEL WALTER",CA,36.0,REP,2012,20.2
3225,"CONTRERAS, MARK ANTHONY",CA,36.0,DEM,2012,20.2
3226,"NEWBERRY, GEORGE",CA,36.0,REP,2012,20.2
3227,"PILOT, KATHERINE",CA,36.0,NNE,2012,20.2
3228,"ROOZEE, MATTHEW",CA,36.0,NNE,2012,20.2
3229,"SALEHI, AL",CA,36.0,NNE,2012,20.2
3230,"THOMPSON, JAMES L",CA,36.0,NNE,2012,20.2
