percent_bachelor_or_above,name,state_fips,district,year,congress_session,raceyear,state,area,repcandidate,demcandidate
25.4,"Congressional District 11 (112th Congress), North Carolina",37,11,2011,112th Congress,2010,North Carolina,District 11,"Miller, Jeff","Shuler, Heath"
24.0,"Congressional District 12 (112th Congress), North Carolina",37,12,2011,112th Congress,2010,North Carolina,District 12,"Dority, Greg","Watt, Melvin"
30.7,"Congressional District 13 (112th Congress), North Carolina",37,13,2011,112th Congress,2010,North Carolina,District 13,"Randall, William","Miller, Ralph Bradley"
26.5,"Congressional District (at Large) (112th Congress), North Dakota",38,00,2011,112th Congress,2010,North Dakota,At Large,"Berg, Rick","Pomeroy, Earl"
24.5,"Congressional District 1 (112th Congress), Ohio",39,01,2011,112th Congress,2010,Ohio,District 1,"Chabot, Steve","Driehaus, Steve"
33.8,"Congressional District 2 (112th Congress), Ohio",39,02,2011,112th Congress,2010,Ohio,District 2,"Schmidt, Jean","Yalamanchili, Surya"
25.7,"Congressional District 3 (112th Congress), Ohio",39,03,2011,112th Congress,2010,Ohio,District 3,"Turner, Michael R.","Roberts, Joe"
15.7,"Congressional District 4 (112th Congress), Ohio",39,04,2011,112th Congress,2010,Ohio,District 4,"Jordan, Jim","Litt, Doug"
17.3,"Congressional District 5 (112th Congress), Ohio",39,05,2011,112th Congress,2010,Ohio,District 5,"Latta, Bob","Finkenbiner, Caleb"
16.8,"Congressional District 6 (112th Congress), Ohio",39,06,2011,112th Congress,2010,Ohio,District 6,"Johnson, Bill","Wilson, Charles A. Jr."
21.8,"Congressional District 7 (112th Congress), Ohio",39,07,2011,112th Congress,2010,Ohio,District 7,"Austria, Steve","Conner, Bill"
21.2,"Congressional District 8 (112th Congress), Ohio",39,08,2011,112th Congress,2010,Ohio,District 8,"Boehner, John A.","Coussoule, Justin"
21.8,"Congressional District 9 (112th Congress), Ohio",39,09,2011,112th Congress,2010,Ohio,District 9,"Iott, Rich","Kaptur, Marcy"
26.2,"Congressional District 10 (112th Congress), Ohio",39,10,2011,112th Congress,2010,Ohio,District 10,"Corrigan, Peter","Kucinich, Dennis J."
26.6,"Congressional District 11 (112th Congress), Ohio",39,11,2011,112th Congress,2010,Ohio,District 11,"Pekarek, Thomas","Fudge, Marcia L."
38.3,"Congressional District 12 (112th Congress), Ohio",39,12,2011,112th Congress,2010,Ohio,District 12,"Tiberi, Pat","Brooks, Paula"
26.7,"Congressional District 13 (112th Congress), Ohio",39,13,2011,112th Congress,2010,Ohio,District 13,"Ganley, Tom","Sutton, Betty"
30.7,"Congressional District 14 (112th Congress), Ohio",39,14,2011,112th Congress,2010,Ohio,District 14,"LaTourette, Steven C.","O'Neill, Bill"
35.6,"Congressional District 15 (112th Congress), Ohio",39,15,2011,112th Congress,2010,Ohio,District 15,"Stivers, Steve","Kilroy, Mary Jo"
22.6,"Congressional District 16 (112th Congress), Ohio",39,16,2011,112th Congress,2010,Ohio,District 16,"Renacci, Jim","Boccieri, John A."
18.9,"Congressional District 17 (112th Congress), Ohio",39,17,2011,112th Congress,2010,Ohio,District 17,"Graham, Jim","Ryan, Tim"
13.6,"Congressional District 18 (112th Congress), Ohio",39,18,2011,112th Congress,2010,Ohio,District 18,"Gibbs, Bob","Space, Zachary T."
28.1,"Congressional District 1 (112th Congress), Oklahoma",40,01,2011,112th Congress,2010,Oklahoma,District 1,"Sullivan, John",
15.4,"Congressional District 2 (112th Congress), Oklahoma",40,02,2011,112th Congress,2010,Oklahoma,District 2,"Thompson, Charles","Boren, David Daniel"
20.6,"Congressional District 3 (112th Congress), Oklahoma",40,03,2011,112th Congress,2010,Oklahoma,District 3,"Lucas, Frank D.","Robbins, Frankie"
23.0,"Congressional District 4 (112th Congress), Oklahoma",40,04,2011,112th Congress,2010,Oklahoma,District 4,"Cole, Thomas J.",
28.0,"Congressional District 5 (112th Congress), Oklahoma",40,05,2011,112th Congress,2010,Oklahoma,District 5,"Lankford, James","Coyle, Billy"
38.0,"Congressional District 1 (112th Congress), Oregon",41,01,2011,112th Congress,2010,Oregon,District 1,"Cornilles, Rob","Wu, David"
21.9,"Congressional District 2 (112th Congress), Oregon",41,02,2011,112th Congress,2010,Oregon,District 2,"Walden, Greg","Segers, Joyce B."
31.8,"Congressional District 3 (112th Congress), Oregon",41,03,2011,112th Congress,2010,Oregon,District 3,"Lopez, Delia","Blumenauer, Earl"
23.8,"Congressional District 4 (112th Congress), Oregon",41,04,2011,112th Congress,2010,Oregon,District 4,"Robinson, Art","DeFazio, Peter A."
29.2,"Congressional District 5 (112th Congress), Oregon",41,05,2011,112th Congress,2010,Oregon,District 5,"Bruun, Scott","Schrader, Kurt"
18.2,"Congressional District 1 (112th Congress), Pennsylvania",42,01,2011,112th Congress,2010,Pennsylvania,District 1,,"Brady, Robert A."
30.6,"Congressional District 2 (112th Congress), Pennsylvania",42,02,2011,112th Congress,2010,Pennsylvania,District 2,"Hellberg, Rick","Fattah, Chaka"
20.9,"Congressional District 3 (112th Congress), Pennsylvania",42,03,2011,112th Congress,2010,Pennsylvania,District 3,"Kelly, Mike","Dahlkemper, Kathleen A."
33.1,"Congressional District 4 (112th Congress), Pennsylvania",42,04,2011,112th Congress,2010,Pennsylvania,District 4,"Rothfus, Keith","Altmire, Jason"
19.7,"Congressional District 5 (112th Congress), Pennsylvania",42,05,2011,112th Congress,2010,Pennsylvania,District 5,"Thompson, Glenn","Pipe, Michael"
40.1,"Congressional District 6 (112th Congress), Pennsylvania",42,06,2011,112th Congress,2010,Pennsylvania,District 6,"Gerlach, James W.","Trivedi, Manan"
41.2,"Congressional District 7 (112th Congress), Pennsylvania",42,07,2011,112th Congress,2010,Pennsylvania,District 7,"Meehan, Patrick","Lentz, Bryan"
34.1,"Congressional District 8 (112th Congress), Pennsylvania",42,08,2011,112th Congress,2010,Pennsylvania,District 8,"Fitzpatrick, Michael G.","Murphy, Patrick J."
16.0,"Congressional District 9 (112th Congress), Pennsylvania",42,09,2011,112th Congress,2010,Pennsylvania,District 9,"Shuster, Bill","Conners, Tom"
20.5,"Congressional District 10 (112th Congress), Pennsylvania",42,10,2011,112th Congress,2010,Pennsylvania,District 10,"Marino, Thomas A.","Carney, Christopher"
19.7,"Congressional District 11 (112th Congress), Pennsylvania",42,11,2011,112th Congress,2010,Pennsylvania,District 11,"Barletta, Lou","Kanjorski, Paul E."
17.0,"Congressional District 12 (112th Congress), Pennsylvania",42,12,2011,112th Congress,2010,Pennsylvania,District 12,"Burns, Tim","Critz, Mark S."
33.2,"Congressional District 13 (112th Congress), Pennsylvania",42,13,2011,112th Congress,2010,Pennsylvania,District 13,"Adcock, Carson Dee","Schwartz, Allyson Y."
27.5,"Congressional District 14 (112th Congress), Pennsylvania",42,14,2011,112th Congress,2010,Pennsylvania,District 14,"Haluszczak, Melissa","Doyle, Mike"
27.0,"Congressional District 15 (112th Congress), Pennsylvania",42,15,2011,112th Congress,2010,Pennsylvania,District 15,"Dent, Charlie W.","Callahan, John B."
26.1,"Congressional District 16 (112th Congress), Pennsylvania",42,16,2011,112th Congress,2010,Pennsylvania,District 16,"Pitts, Joseph R.","Herr, Lois K."
20.6,"Congressional District 17 (112th Congress), Pennsylvania",42,17,2011,112th Congress,2010,Pennsylvania,District 17,"Argall, Dave","Holden, Tim"
34.4,"Congressional District 18 (112th Congress), Pennsylvania",42,18,2011,112th Congress,2010,Pennsylvania,District 18,"Murphy, Timothy","Connolly, Dan"
24.8,"Congressional District 19 (112th Congress), Pennsylvania",42,19,2011,112th Congress,2010,Pennsylvania,District 19,"Platts, Todd R.","Sanders, Ryan S."
31.4,"Congressional District 1 (112th Congress), Rhode Island",44,01,2011,112th Congress,2010,Rhode Island,District 1,"Loughlin, John J. II","Cicilline, David N."
29.8,"Congressional District 2 (112th Congress), Rhode Island",44,02,2011,112th Congress,2010,Rhode Island,District 2,"Zaccaria, Mark S.","Langevin, James R."
29.0,"Congressional District 1 (112th Congress), South Carolina",45,01,2011,112th Congress,2010,South Carolina,District 1,"Scott, Tim","Frasier, Ben"
31.9,"Congressional District 2 (112th Congress), South Carolina",45,02,2011,112th Congress,2010,South Carolina,District 2,"Wilson, Joe","Miller, Rob"
20.2,"Congressional District 3 (112th Congress), South Carolina",45,03,2011,112th Congress,2010,South Carolina,District 3,"Duncan, Jeff","Dyer, Jane Ballard"
25.8,"Congressional District 4 (112th Congress), South Carolina",45,04,2011,112th Congress,2010,South Carolina,District 4,"Gowdy, Trey","Corden, Paul"
18.9,"Congressional District 5 (112th Congress), South Carolina",45,05,2011,112th Congress,2010,South Carolina,District 5,"Mulvaney, Mike","Spratt, John M. Jr."
17.0,"Congressional District 6 (112th Congress), South Carolina",45,06,2011,112th Congress,2010,South Carolina,District 6,"Pratt, Jim","Clyburn, James E."
25.8,"Congressional District (at Large) (112th Congress), South Dakota",46,00,2011,112th Congress,2010,South Dakota,At Large,"Noem, Kristi","Sandlin, Stephanie Herseth"
17.7,"Congressional District 1 (112th Congress), Tennessee",47,01,2011,112th Congress,2010,Tennessee,District 1,"Roe, Phil","Clark, Michael Edward"
27.3,"Congressional District 2 (112th Congress), Tennessee",47,02,2011,112th Congress,2010,Tennessee,District 2,"Duncan, John J. Jr.","Hancock, Dave"
21.3,"Congressional District 3 (112th Congress), Tennessee",47,03,2011,112th Congress,2010,Tennessee,District 3,"Fleischmann, Chuck","Wolfe, John"
14.5,"Congressional District 4 (112th Congress), Tennessee",47,04,2011,112th Congress,2010,Tennessee,District 4,"DesJarlais, Scott","Davis, Lincoln"
31.6,"Congressional District 5 (112th Congress), Tennessee",47,05,2011,112th Congress,2010,Tennessee,District 5,"Hall, David","Cooper, Jim"
20.1,"Congressional District 6 (112th Congress), Tennessee",47,06,2011,112th Congress,2010,Tennessee,District 6,"Black, Diane","Carter, Brett"
34.1,"Congressional District 7 (112th Congress), Tennessee",47,07,2011,112th Congress,2010,Tennessee,District 7,"Blackburn, Marsha","Rabidoux, Greg"
15.4,"Congressional District 8 (112th Congress), Tennessee",47,08,2011,112th Congress,2010,Tennessee,District 8,"Fincher, Stephen Lee","Herron, Roy"
24.1,"Congressional District 9 (112th Congress), Tennessee",47,09,2011,112th Congress,2010,Tennessee,District 9,"Bergmann, Charlotte","Cohen, Stephen I."
19.2,"Congressional District 1 (112th Congress), Texas",48,01,2011,112th Congress,2010,Texas,District 1,"Gohmert, Louie",
24.2,"Congressional District 2 (112th Congress), Texas",48,02,2011,112th Congress,2010,Texas,District 2,"Poe, Ted",
43.2,"Congressional District 3 (112th Congress), Texas",48,03,2011,112th Congress,2010,Texas,District 3,"Johnson, Sam","Lingenfelder, John"
23.4,"Congressional District 4 (112th Congress), Texas",48,04,2011,112th Congress,2010,Texas,District 4,"Hall, Ralph M.","Hathcox, Valinda"
20.2,"Congressional District 5 (112th Congress), Texas",48,05,2011,112th Congress,2010,Texas,District 5,"Hensarling, Jeb","Berry, Tom"
25.3,"Congressional District 6 (112th Congress), Texas",48,06,2011,112th Congress,2010,Texas,District 6,"Barton, Joe L.","Cozad, David E."
50.0,"Congressional District 7 (112th Congress), Texas",48,07,2011,112th Congress,2010,Texas,District 7,"Culberson, John",
22.1,"Congressional District 8 (112th Congress), Texas",48,08,2011,112th Congress,2010,Texas,District 8,"Brady, Kevin","Hargett, Kent"
21.1,"Congressional District 9 (112th Congress), Texas",48,09,2011,112th Congress,2010,Texas,District 9,"Mueller, Steve","Green, Al"
35.6,"Congressional District 10 (112th Congress), Texas",48,10,2011,112th Congress,2010,Texas,District 10,"McCaul, Michael T.","Ankrum, Ted"
18.7,"Congressional District 11 (112th Congress), Texas",48,11,2011,112th Congress,2010,Texas,District 11,"Conaway, Mike","Quillian, James"
24.6,"Congressional District 12 (112th Congress), Texas",48,12,2011,112th Congress,2010,Texas,District 12,"Granger, Kay","Smith, Tracey"
19.0,"Congressional District 13 (112th Congress), Texas",48,13,2011,112th Congress,2010,Texas,District 13,"Thornberry, William M.",
25.2,"Congressional District 14 (112th Congress), Texas",48,14,2011,112th Congress,2010,Texas,District 14,"Paul, Ron","Pruett, Robert"
15.0,"Congressional District 15 (112th Congress), Texas",48,15,2011,112th Congress,2010,Texas,District 15,"Zamora, Eddie","Hinojosa, Rubén"
20.4,"Congressional District 16 (112th Congress), Texas",48,16,2011,112th Congress,2010,Texas,District 16,"Besco, Tim","Reyes, Silvestre"
22.6,"Congressional District 17 (112th Congress), Texas",48,17,2011,112th Congress,2010,Texas,District 17,"Flores, Bill","Edwards, Thomas Chester"
18.4,"Congressional District 18 (112th Congress), Texas",48,18,2011,112th Congress,2010,Texas,District 18,"Faulk, John","Jackson Lee, Sheila"
21.2,"Congressional District 19 (112th Congress), Texas",48,19,2011,112th Congress,2010,Texas,District 19,"Neugebauer, Randy","Wilson, Andy"
16.0,"Congressional District 20 (112th Congress), Texas",48,20,2011,112th Congress,2010,Texas,District 20,"Trotter, Clayton","Gonzalez, Charlie"
40.2,"Congressional District 21 (112th Congress), Texas",48,21,2011,112th Congress,2010,Texas,District 21,"Smith, Lamar","Melnick, Lainey"
35.4,"Congressional District 22 (112th Congress), Texas",48,22,2011,112th Congress,2010,Texas,District 22,"Olson, Pete","Rogers, Kesha"
23.6,"Congressional District 23 (112th Congress), Texas",48,23,2011,112th Congress,2010,Texas,District 23,"Canseco, Francisco","Rodriguez, Ciro D."
37.1,"Congressional District 24 (112th Congress), Texas",48,24,2011,112th Congress,2010,Texas,District 24,"Marchant, Kenny E.",
32.9,"Congressional District 25 (112th Congress), Texas",48,25,2011,112th Congress,2010,Texas,District 25,"Campbell, Donna","Doggett, Lloyd"
32.6,"Congressional District 26 (112th Congress), Texas",48,26,2011,112th Congress,2010,Texas,District 26,"Burgess, Michael C.","Durrance, Neil L."
17.5,"Congressional District 27 (112th Congress), Texas",48,27,2011,112th Congress,2010,Texas,District 27,"Farenthold, R. Blake","Ortiz, Solomon P."
16.0,"Congressional District 28 (112th Congress), Texas",48,28,2011,112th Congress,2010,Texas,District 28,"Underwood, Bryan","Cuellar, Henry"
7.2,"Congressional District 29 (112th Congress), Texas",48,29,2011,112th Congress,2010,Texas,District 29,"Morales, Roy","Green, Gene"
19.1,"Congressional District 30 (112th Congress), Texas",48,30,2011,112th Congress,2010,Texas,District 30,"Broden, Stephen E.","Johnson, Eddie Bernice"
28.2,"Congressional District 31 (112th Congress), Texas",48,31,2011,112th Congress,2010,Texas,District 31,"Carter, John",
38.0,"Congressional District 32 (112th Congress), Texas",48,32,2011,112th Congress,2010,Texas,District 32,"Sessions, Pete","Raggio, Grier"
28.9,"Congressional District 1 (112th Congress), Utah",49,01,2011,112th Congress,2010,Utah,District 1,"Bishop, Robert","Bowen, Morgan"
34.0,"Congressional District 2 (112th Congress), Utah",49,02,2011,112th Congress,2010,Utah,District 2,"Philpot, Morgan","Matheson, Jim"
25.5,"Congressional District 3 (112th Congress), Utah",49,03,2011,112th Congress,2010,Utah,District 3,"Chaffetz, Jason","Hyer, Karen"
33.8,"Congressional District (at Large) (112th Congress), Vermont",50,00,2011,112th Congress,2010,Vermont,At Large,"Beaudry, Paul D.","Welch, Peter"
31.7,"Congressional District 1 (112th Congress), Virginia",51,01,2011,112th Congress,2010,Virginia,District 1,"Wittman, Robert J.","Ball, Krystal M."
29.6,"Congressional District 2 (112th Congress), Virginia",51,02,2011,112th Congress,2010,Virginia,District 2,"Rigell, E. Scott","Nye, Glenn C."
21.4,"Congressional District 3 (112th Congress), Virginia",51,03,2011,112th Congress,2010,Virginia,District 3,"Smith, C. L.","Scott, Robert C."
23.2,"Congressional District 4 (112th Congress), Virginia",51,04,2011,112th Congress,2010,Virginia,District 4,"Forbes, J. Randy","Legrow, Wynne V.E."
22.6,"Congressional District 5 (112th Congress), Virginia",51,05,2011,112th Congress,2010,Virginia,District 5,"Hurt, Robert","Perriello, Tom S.P."
25.1,"Congressional District 6 (112th Congress), Virginia",51,06,2011,112th Congress,2010,Virginia,District 6,"Goodlatte, Robert W.",
37.2,"Congressional District 7 (112th Congress), Virginia",51,07,2011,112th Congress,2010,Virginia,District 7,"Cantor, Eric I.","Waugh, Rick E. Jr."
60.5,"Congressional District 8 (112th Congress), Virginia",51,08,2011,112th Congress,2010,Virginia,District 8,"Murray, J. Patrick","Moran, James P. Jr."
17.6,"Congressional District 9 (112th Congress), Virginia",51,09,2011,112th Congress,2010,Virginia,District 9,"Griffith, H. Morgan","Boucher, Frederick C."
