,congressional_district,minority_percentage,year,candidates
607,"Congressional District 2 (111th Congress), Louisiana",0.67408,2010,"Cedric Richmond (D), Joseph Cao (R), Anthony Marquize (I), Jack Radosta (I)"
608,"Congressional District 3 (111th Congress), Louisiana",0.33588,2010,"Jeff Landry (R), Ravi Sangisetty (D)"
609,"Congressional District 4 (111th Congress), Louisiana",0.38607,2010,"John Fleming (R), David Melville (D), Artis Cash (I)"
610,"Congressional District 5 (111th Congress), Louisiana",0.379,2010,"Rodney Alexander (R), Tom Gibbs (I)"
611,"Congressional District 6 (111th Congress), Louisiana",0.39122,2010,"Bill Cassidy (R), Merritt McDonald (D)"
612,"Congressional District 7 (111th Congress), Louisiana",0.29074,2010,Charles Boustany (R)
613,"Congressional District 1 (111th Congress), Maine",0.04689,2010,"Chellie Pingree (D), Dean Peter Scontras (R)"
614,"Congressional District 2 (111th Congress), Maine",0.04633,2010,"Mike Michaud (D), Jason Levesque (R)"
615,"Congressional District 1 (111th Congress), Maryland",0.16907,2010,"Andy Harris (R), Frank Kratovil (D), Richard James Davis (L)"
616,"Congressional District 2 (111th Congress), Maryland",0.43371,2010,"Dutch Ruppersberger (D), Marcello Cardarelli (R), Lorenzo Gaztanaga (L)"
617,"Congressional District 3 (111th Congress), Maryland",0.29784,2010,"John Sarbanes (D), Jim Wilhelm (R), Jerry McKinley (L), Alain Lareau (C)"
618,"Congressional District 4 (111th Congress), Maryland",0.72298,2010,"Donna Edwards (D), Robert Broadus (R)"
619,"Congressional District 5 (111th Congress), Maryland",0.47472,2010,"Steny Hoyer (D), Charles Lollar (R), Gavin Shickle (L)"
620,"Congressional District 6 (111th Congress), Maryland",0.12345,2010,"Roscoe Bartlett (R), Andrew Duck (D), Dan Massey (L), Michael Reed (C)"
621,"Congressional District 7 (111th Congress), Maryland",0.6673,2010,"Elijah Cummings (D), Frank Mirable Jr. (R), Scott Spencer (L)"
622,"Congressional District 8 (111th Congress), Maryland",0.43712,2010,"Chris Van Hollen Jr. (D), Michael Lee Philips (R), Mark Grannis (L), Fred Nordhorn (C)"
623,"Congressional District 1 (111th Congress), Massachusetts",0.09316,2010,"John Olver (D), William Gunn (R), Michael Engel (I)"
624,"Congressional District 2 (111th Congress), Massachusetts",0.164,2010,"Richard Neal (D), Thomas Wesley (R)"
625,"Congressional District 3 (111th Congress), Massachusetts",0.14138,2010,"Jim McGovern (D), Martin Lamb (R), Patrick Barron (I)"
626,"Congressional District 4 (111th Congress), Massachusetts",0.13982,2010,"Barney Frank (D), Sean Bielat (R), Susan Allen (I), Donald Jordan (I)"
627,"Congressional District 5 (111th Congress), Massachusetts",0.23811,2010,"Niki Tsongas (D), Jonathan Golnik (R), Dale Brown (I), Robert Clark (I)"
628,"Congressional District 6 (111th Congress), Massachusetts",0.09964,2010,"John Tierney (D), Bill Hudak (R)"
629,"Congressional District 7 (111th Congress), Massachusetts",0.20982,2010,"Ed Markey (D), Gerry Dembrowski (R)"
630,"Congressional District 8 (111th Congress), Massachusetts",0.44936,2010,Mike Capuano (D)
631,"Congressional District 9 (111th Congress), Massachusetts",0.25296,2010,"Stephen Lynch (D), Vernon Harrison (R), Philip Dunkelbarger (I)"
632,"Congressional District 10 (111th Congress), Massachusetts",0.09267,2010,"William Keating (D), Jeff Perry (R), Maryanne Lewis (I), James Sheets (I), Joe Van Nes (I)"
633,"Congressional District 1 (111th Congress), Michigan",0.06799,2010,"Dan Benishek (R), Gary McDowell (D), Glenn Wilson (I), Pat Lambert (UST), Keith Shelton (L), Ellis Boal (G)"
634,"Congressional District 2 (111th Congress), Michigan",0.11249,2010,"Bill Huizenga (R), Fred Johnson (D), Jay Gillotte (L), Ronald Graeser (UST), Lloyd Clarke (G)"
635,"Congressional District 3 (111th Congress), Michigan",0.15728,2010,"Justin Amash (R), Pat Miles (D), James Rogers (L), Ted Gerrard (UST), Charlie Shick (G)"
636,"Congressional District 4 (111th Congress), Michigan",0.07007,2010,"Dave Camp (R), Jerry Campbell (D), John Emerick (UST), Clint Foster (L)"
637,"Congressional District 5 (111th Congress), Michigan",0.2329,2010,"Dale Kildee (D), John Kuipec (R),  Matt de Heus (G), Michael Moon (L)"
638,"Congressional District 6 (111th Congress), Michigan",0.14975,2010,"Fred Upton (R), Don Cooney (D), Mel Vaulkner (UST), Fred Strand (L), Pat Foster (G)"
639,"Congressional District 7 (111th Congress), Michigan",0.10948,2010,"Tim Walberg (R), Mark Schauer (D), Scott Aughney (I), Greg Merle (L), Richard Wunsch (G)"
640,"Congressional District 8 (111th Congress), Michigan",0.12248,2010,"Mike Rogers (R), Lance Enderle (D), Bob Dashairya (L)"
641,"Congressional District 9 (111th Congress), Michigan",0.2249,2010,"Gary Peters (D), Andrew Raczkowski (R), Douglas Campbell (G), Adam Goodman (L), Bob Gray (I), Matthew Kuofie (I)"
642,"Congressional District 10 (111th Congress), Michigan",0.06569,2010,"Candice Miller (R), Henry Yanez (D), Claude Beavers (L), Candace Caveny (G)"
643,"Congressional District 11 (111th Congress), Michigan",0.18052,2010,"Thad McCotter (R), Natalie Mosher (D), John Tatar (L)"
644,"Congressional District 12 (111th Congress), Michigan",0.28344,2010,"Sander Levin (D), Don Volaric (R), Julia Williams (G), Leonard Schwartz (L), Lester Townsend (UST), Alan Jacquemotte (I)"
645,"Congressional District 13 (111th Congress), Michigan",0.66238,2010,"Hansen Clarke (D), John Hauler (R), George Corsetti (G), Duane Montgomery (I), Heidi Peterson (L)"
646,"Congressional District 14 (111th Congress), Michigan",0.64646,2010,"John Conyers Jr. (D), Don Ukrainec (R), Marc Sosnowski (UST), Rick Secula (L)"
647,"Congressional District 15 (111th Congress), Michigan",0.23013,2010,"John Dingell (D), Rob Steele (R), Aimee Smith (G), Kerry Lee Morgan (L), Matthew Furman (UST)"
648,"Congressional District 1 (111th Congress), Minnesota",0.07091,2010,"Tim Walz (D), Randy Demmer (R), Steven Wilson (IP), Lars Johnson (I)"
649,"Congressional District 2 (111th Congress), Minnesota",0.12448,2010,"John Kline (R), Shelly Madore (D)"
650,"Congressional District 3 (111th Congress), Minnesota",0.18705,2010,"Erik Paulsen (R), Jim Meffert (D), Jon Oleson (IP)"
651,"Congressional District 4 (111th Congress), Minnesota",0.25347,2010,"Betty McCollum (D), Teresa Collett (R), Steve Carlson (IP)"
652,"Congressional District 5 (111th Congress), Minnesota",0.28255,2010,"Keith Ellison (D), Joel Demos (R), Lynn Torgerson (I), Tom Schrunk (IP), Michael Cavlan (I)"
653,"Congressional District 6 (111th Congress), Minnesota",0.07921,2010,"Michele Bachmann (R), Tarryl Clark (D), Bob Anderson (IP), Aubrey Immelman (I)"
654,"Congressional District 7 (111th Congress), Minnesota",0.07361,2010,"Collin Peterson (D), Lee Byberg (R), Gene Waldorf (I), Glen Menze (IP)"
655,"Congressional District 8 (111th Congress), Minnesota",0.06231,2010,"Chip Cravaack (R), Jim Oberstar (D), Timothy Olson (IP), George Burton (C)"
656,"Congressional District 1 (111th Congress), Mississippi",0.30322,2010,"Alan Nunnelee (R), Travis Childers (D), Wally Pang (I), Les Green (I), A. G. Baddley (I), Gail Giaranita (C), Rico Hoskins (I), Harold Taylor (L), Barbara Washer (Ref)"
657,"Congressional District 2 (111th Congress), Mississippi",0.68772,2010,"Bennie Thompson (D), Bill Marcy (R), Ashley Norwood (Ref)"
658,"Congressional District 3 (111th Congress), Mississippi",0.38469,2010,"Gregg Harper (R), Joel Gill (D), Tracella Lou O'Hara Hill (Ref)"
659,"Congressional District 4 (111th Congress), Mississippi",0.27993,2010,"Steven Palazzo (R), Gene Taylor (D), Tim Hampton (L), Anna Jewel Revies (Ref)"
660,"Congressional District 1 (111th Congress), Missouri",0.6036,2010,"Lacy Clay (D), Robyn Hamlin (R), Julie Stone (L)"
661,"Congressional District 2 (111th Congress), Missouri",0.09035,2010,"Todd Akin (R), Arthur Lieber (D), Steve Mosbacher (L)"
662,"Congressional District 3 (111th Congress), Missouri",0.14403,2010,"Russ Carnahan (D), Ed Martin (R), Steven Hedrick (L), Nick Ivanovich (C)"
663,"Congressional District 4 (111th Congress), Missouri",0.08016,2010,"Vicky Hartzler (R), Ike Skelton (D), Jason Michael Braun (L), Greg Cowan (C)"
664,"Congressional District 5 (111th Congress), Missouri",0.34381,2010,"Emanuel Cleaver (D), Jacob Turk (R), Randy Langkraehr (L), Dave Lay (C)"
665,"Congressional District 6 (111th Congress), Missouri",0.098,2010,"Sam Graves (R), Clint Hylton (D)"
666,"Congressional District 7 (111th Congress), Missouri",0.07432,2010,"Billy Long (R), Scott Eckersley (D), Kevin Craig (L)"
667,"Congressional District 8 (111th Congress), Missouri",0.0808,2010,"Jo Ann Emerson (R), Tommy Sowers (D), Larry Bill (I), Rick Vandeven (L)"
668,"Congressional District 9 (111th Congress), Missouri",0.08125,2010,"Blaine Luetkemeyer (R), Christopher Dwyer (L), Jeff Reed (W-I)"
669,"Congressional District (at Large) (111th Congress), Montana",0.10149,2010,"Denny Rehberg (R), Dennis McDonald (D), Mike Fellows (L)"
670,"Congressional District 1 (111th Congress), Nebraska",0.08315,2010,"Jeff Fortenberry (R), Ivy Harper (D)"
671,"Congressional District 2 (111th Congress), Nebraska",0.18507,2010,"Lee Terry (R), Tom White (D)"
672,"Congressional District 3 (111th Congress), Nebraska",0.05779,2010,"Adrian Smith (R), Rebekah Davis (D), Dan Hill (I)"
673,"Congressional District 1 (111th Congress), Nevada",0.36347,2010,"Shelley Berkley (D), Kenneth A. Wegner (R), Jonathan J. Hansen (IA), Ed Klapproth (L)"
674,"Congressional District 2 (111th Congress), Nevada",0.16547,2010,"Dean Heller (R), Nancy Price (D), Russell Best (IA)"
675,"Congressional District 3 (111th Congress), Nevada",0.28545,2010,"Joe Heck (R), Dina Titus (D), Barry Michaels (I), Joseph P. Silvestri (L), Scott David Narder (IA)"
676,"Congressional District 1 (111th Congress), New Hampshire",0.06176,2010,"Frank Guinta (R), Carol Shea-Porter (D), Philip Hodson (L)"
677,"Congressional District 2 (111th Congress), New Hampshire",0.05724,2010,"Charlie Bass (R), Ann McLane Kuster (D), Tim vanBlommesteyn (I), Howard Wilson (L)"
678,"Congressional District 1 (111th Congress), New Jersey",0.32251,2010,"Rob Andrews (D), Dale Glading (R), Mark Heacock (G), Margaret Chapman (I), Nicky Petrutz (I)"
679,"Congressional District 2 (111th Congress), New Jersey",0.26346,2010,"Frank LoBiondo (R), Gary Stein (D), Peter Boyce (C), Mark Lovett (I), Vitov Valdes-Munoz (I)"
680,"Congressional District 3 (111th Congress), New Jersey",0.17967,2010,"Jon Runyan (R), John Adler (D), Peter DeStefano (Tea), Russ Conger (L), Lawrence Donahue (I)"
681,"Congressional District 4 (111th Congress), New Jersey",0.16904,2010,"Chris Smith (R), Howard Kleinhendler (D), Joe Siano (L), Steven Welzer (G), David Meiswinkle (I)"
682,"Congressional District 5 (111th Congress), New Jersey",0.14914,2010,"Scott Garrett (R), Tod Thiese (D), Ed Fanning (G), Mark Quick (I), James Radigan (I)"
683,"Congressional District 6 (111th Congress), New Jersey",0.3529,2010,"Frank Pallone (D), Anna C. Little (R), Jack Freudenheim (I), Karen Anne Zaletel (I)"
684,"Congressional District 7 (111th Congress), New Jersey",0.2279,2010,"Leonard Lance (R),  Ed Potosnak (D)"
685,"Congressional District 8 (111th Congress), New Jersey",0.33864,2010,"Bill Pascrell (D), Roland Straten (R),  Raymond Giangrasso (I)"
686,"Congressional District 9 (111th Congress), New Jersey",0.34651,2010,"Steve Rothman (D), Michael Agosta (R), Patricia Alessandrini (G)"
687,"Congressional District 10 (111th Congress), New Jersey",0.73508,2010,"Don Payne (D), Michael Alonso (R), Joanne Miller (I), Robert Louis Toussaint (I)"
688,"Congressional District 11 (111th Congress), New Jersey",0.1721,2010,"Rodney Frelinghuysen (R), Douglas Herbert (D), Jim Gawron (L)"
689,"Congressional District 12 (111th Congress), New Jersey",0.32175,2010,"Rush Holt Jr. (D), Scott M. Sipprelle (R), Kenneth Cody (TVH)"
690,"Congressional District 13 (111th Congress), New Jersey",0.43997,2010,"Albio Sires (D), Henrietta Dwyer (R), Anthony Zanowic (I), Máximo Gómez Nacer (I)"
691,"Congressional District 1 (111th Congress), New Mexico",0.29783,2010,"Martin Heinrich (D), Jon Barela (R)"
692,"Congressional District 2 (111th Congress), New Mexico",0.17748,2010,"Steve Pearce (R), Harry Teague (D)"
693,"Congressional District 3 (111th Congress), New Mexico",0.31991,2010,"Ben Lujan (D),  Tom Mullins (R)"
694,"Congressional District 1 (111th Congress), New York",0.13192,2010,"Tim Bishop (D), Randy Altschuler (R)"
695,"Congressional District 2 (111th Congress), New York",0.27541,2010,"Steve Israel (D), John Gomez (R), Anthony Tolda (C)"
696,"Congressional District 3 (111th Congress), New York",0.12178,2010,"Peter King (R), Howard Kudler (D)"
697,"Congressional District 4 (111th Congress), New York",0.40704,2010,"Carolyn McCarthy (D), Fran Becker (R)"
698,"Congressional District 5 (111th Congress), New York",0.50257,2010,"Gary Ackerman (D), James Milano (R), Elizabeth Berney (L)"
699,"Congressional District 6 (111th Congress), New York",0.82935,2010,"Gregory Meeks (D), Asher Taub (R)"
700,"Congressional District 7 (111th Congress), New York",0.6303,2010,"Joseph Crowley (D), Ken Reynolds (R), Anthony Gronowicz (G)"
701,"Congressional District 8 (111th Congress), New York",0.27096,2010,"Jerrold Nadler (D), Susan Kone (R)"
702,"Congressional District 9 (111th Congress), New York",0.32072,2010,"Anthony Weiner (D), Bob Turner (R)"
703,"Congressional District 10 (111th Congress), New York",0.73023,2010,"Ed Towns (D), Diana Muniz (R), Ernest Johnson (Cons)"
704,"Congressional District 11 (111th Congress), New York",0.70233,2010,"Yvette Clarke (D), Hugh Carr (R)"
705,"Congressional District 12 (111th Congress), New York",0.5067,2010,"Nydia Velázquez (D), Alice Gaffney (Cons)"
706,"Congressional District 13 (111th Congress), New York",0.26941,2010,"Mike Grimm (R), Michael McMahon (D), Tom Vendittelli (L)"
707,"Congressional District 14 (111th Congress), New York",0.25564,2010,"Carolyn Maloney (D), David Brumberg (R), Timothy Healy (Cons), Dino LaVerghetta (IP)"
708,"Congressional District 15 (111th Congress), New York",0.63742,2010,"Charles Rangel (D), Michael Faulkner (R), Craig Schley (IP), Roger Calero (SW)"
709,"Congressional District 16 (111th Congress), New York",0.82616,2010,"José Serrano (D), Frank Della Valle (R)"
710,"Congressional District 17 (111th Congress), New York",0.55726,2010,"Eliot Engel (D), Anthony Mele (R), York Kleinhandler (Cons)"
711,"Congressional District 18 (111th Congress), New York",0.2839,2010,"Nita Lowey (D), James Russell (R)"
712,"Congressional District 19 (111th Congress), New York",0.18345,2010,"Nan Hayworth (R), John Hall (D)"
713,"Congressional District 20 (111th Congress), New York",0.06865,2010,"Chris Gibson (R), Scott Murphy (D)"
714,"Congressional District 21 (111th Congress), New York",0.17428,2010,"Paul Tonko (D), Theodore Danz (R)"
715,"Congressional District 22 (111th Congress), New York",0.21167,2010,"Maurice Hinchey (D), George Phillips (R)"
716,"Congressional District 23 (111th Congress), New York",0.07083,2010,"Bill Owens (D), Matt Doheny (R), Doug Hoffman (Cons)"
717,"Congressional District 24 (111th Congress), New York",0.08528,2010,"Richard L. Hanna (R), Mike Arcuri (D)"
718,"Congressional District 25 (111th Congress), New York",0.14825,2010,"Ann Marie Buerkle (R), Dan Maffei (D)"
719,"Congressional District 26 (111th Congress), New York",0.08958,2010,"Chris Lee (R), Philip Fedele (D)"
720,"Congressional District 27 (111th Congress), New York",0.11191,2010,"Brian Higgins (D), Leonard Roberto (R)"
721,"Congressional District 28 (111th Congress), New York",0.39424,2010,"Louise Slaughter (D), Jill Rowland (R)"
722,"Congressional District 29 (111th Congress), New York",0.0814,2010,"Tom Reed (R), Matthew Zeller (D)"
723,"Congressional District 1 (111th Congress), North Carolina",0.56363,2010,"G.K. Butterfield (D), Ashley Woolard (R)"
724,"Congressional District 2 (111th Congress), North Carolina",0.36851,2010,"Renee Ellmers (R), Bob Etheridge (D), Tom Rose (L)"
725,"Congressional District 3 (111th Congress), North Carolina",0.23404,2010,"Walter Jones Jr. (R), Johnny Rouse (D), Darryl Holloman (L)"
726,"Congressional District 4 (111th Congress), North Carolina",0.33499,2010,"David Price (D), B.J. Lawson (R)"
727,"Congressional District 5 (111th Congress), North Carolina",0.1453,2010,"Virginia Foxx (R), William Kennedy (North"
728,"Congressional District 6 (111th Congress), North Carolina",0.16612,2010,"Howard Coble (R), Gregory Scott Turner (D)"
